id,cluster,umap_x,umap_y
NG_062718.1,2,-1.1283888,11.200214
NG_064880.1,2,-1.4245872,11.171047
NG_061046.1,2,2.0190315,16.500774
NG_063265.1,2,1.8897957,16.41867
NG_063266.1,2,1.8875672,16.398006
NG_063267.1,2,1.9343866,16.416645
NG_063268.1,2,1.856761,16.359512
NG_061056.1,2,0.053392224,12.822609
NG_064908.1,2,-0.5008108,15.049547
NG_065538.1,2,-0.90936846,14.540238
NG_063269.1,2,1.9019103,16.338692
NG_063270.1,2,1.9415966,16.402388
NG_063271.1,2,1.8828115,16.47135
NG_063272.1,2,1.8909595,16.350245
NG_063273.1,2,1.8665386,16.373287
NG_061051.1,-1,1.289201,-4.088261
NG_064822.1,2,-1.3342499,11.933743
NG_062617.1,2,-1.5772768,11.971661
NG_064823.1,2,-1.5351071,12.025803
NG_062644.1,-1,-1.680957,-4.654441
NG_065542.1,2,1.9023347,16.559238
NG_065543.1,2,0.6569262,14.286588
NG_065544.1,2,0.67632735,14.266654
NG_065545.1,2,0.68213195,14.295154
NG_063274.1,2,1.0550328,14.400351
NG_063275.1,2,1.0626538,14.38139
NG_065546.1,2,1.0573416,14.408783
NG_063276.1,2,1.0416298,14.401561
NG_242798.1,2,1.1098135,14.340612
NG_063277.1,2,1.0588627,14.371765
NG_063278.1,2,1.0587445,14.394921
NG_063279.1,2,1.0555208,14.365547
NG_063280.1,2,1.0368282,14.365881
NG_063281.1,2,1.0811282,14.414014
NG_063282.1,2,1.0647804,14.424272
NG_063283.1,2,1.1172144,14.363325
NG_063284.1,2,2.7953055,13.867788
NG_063285.1,2,1.0828236,14.402693
NG_065547.1,2,-1.7385982,5.440501
NG_065548.1,2,-1.6960447,5.44846
NG_063286.1,2,1.3144959,14.784963
NG_063287.1,2,1.3083699,15.40564
NG_063288.1,2,1.1333895,14.580168
NG_065549.1,2,0.13003267,12.56021
NG_063289.1,2,2.2504058,16.871307
NG_063290.1,2,2.1657305,16.770506
NG_063292.1,2,3.5945704,14.599203
NG_063293.1,2,2.2877607,16.623747
NG_063294.1,2,3.6041234,14.600411
NG_063295.1,2,3.6244214,14.578049
NG_065550.1,2,2.265318,16.789398
NG_063296.1,2,3.4162548,14.429347
NG_063297.1,2,3.5997493,14.534443
NG_063298.1,2,3.0420237,16.82344
NG_062049.1,2,3.0769444,16.783197
NG_062050.1,2,3.0970707,16.797588
NG_062051.1,2,2.6781454,16.691294
NG_061060.1,2,3.118971,16.817884
NG_062052.1,2,3.6387026,14.516118
NG_062053.1,2,3.5638754,14.536191
NG_242799.1,2,3.6116893,14.524807
NG_062054.1,2,3.638927,14.554885
NG_063299.1,2,3.624076,14.566554
NG_063300.1,2,3.0870643,16.79698
NG_063301.1,2,3.0760872,16.815279
NG_065551.1,2,3.6093657,14.540051
NG_063302.1,2,3.1179552,16.804201
NG_063303.1,2,3.6219935,14.555214
NG_062055.1,2,3.1013422,16.793499
NG_063304.1,2,2.6700597,16.757004
NG_062056.1,2,3.5860426,14.550788
NG_063305.1,2,3.1006005,16.809158
NG_063306.1,2,3.1803844,16.721952
NG_063307.1,2,2.7356172,16.699734
NG_065552.1,2,3.6584759,14.55246
NG_063308.1,2,3.3780482,14.325252
NG_062057.1,2,3.079642,16.785404
NG_063309.1,2,2.673465,16.703123
NG_062058.1,2,3.090077,16.787489
NG_063310.1,2,2.7946792,16.608513
NG_062059.1,2,3.6232553,14.57832
NG_062060.1,2,3.371525,14.375355
NG_062061.1,2,3.6205962,14.537543
NG_063311.1,2,3.152972,16.790169
NG_063312.1,2,3.1630728,16.795692
NG_062062.1,2,3.1163905,16.726465
NG_062063.1,2,3.647631,14.556863
NG_063313.1,2,3.6041844,14.577485
NG_063314.1,2,3.6041553,14.569688
NG_064911.1,2,-2.7422018,5.3395743
NG_016540.1,2,-1.0871729,5.4338903
NG_064910.1,2,-2.16196,11.915682
NG_062148.1,2,-1.0218993,5.4035344
NG_063342.1,2,-2.7693279,5.371176
NG_063343.1,2,-2.7642345,5.4051285
NG_063344.1,2,-2.8141994,5.403881
NG_063345.1,2,-2.7830799,5.4009423
NG_063346.1,2,2.353541,16.425123
NG_063347.1,2,2.301492,16.434305
NG_065555.1,2,2.4410596,16.435703
NG_063348.1,2,2.4809167,16.43273
NG_242800.1,2,3.142626,14.521912
NG_242801.1,2,2.505507,16.366442
NG_063349.1,2,2.2351637,16.37703
NG_063315.1,2,2.8621209,16.288473
NG_063316.1,2,2.022164,17.2439
NG_063317.1,2,2.2544332,17.35113
NG_063318.1,2,2.6152542,17.619581
NG_063319.1,2,2.5919983,17.604567
NG_063320.1,2,2.570523,17.566467
NG_063321.1,2,2.623617,17.60423
NG_063322.1,2,2.6291664,17.573263
NG_063323.1,2,2.5585487,17.487944
NG_063324.1,2,2.6501927,17.641682
NG_063325.1,2,2.717085,17.570772
NG_063326.1,2,2.6242907,17.69049
NG_063327.1,2,2.5948093,17.676136
NG_063328.1,2,2.6119707,17.713871
NG_063329.1,2,2.6225624,17.689865
NG_065554.1,2,2.6125832,17.649431
NG_063330.1,2,2.6106136,17.675398
NG_063331.1,2,2.6287315,17.68597
NG_063332.1,2,2.6364615,17.680218
NG_063333.1,2,2.594373,17.63621
NG_063335.1,2,2.576604,17.678759
NG_063336.1,2,2.5785427,17.709295
NG_063337.1,2,2.564298,17.684357
NG_063338.1,2,2.6251364,17.671457
NG_063339.1,2,2.6067998,17.638874
NG_063340.1,2,2.540129,17.178606
NG_063341.1,2,2.4208162,16.78504
NG_064900.1,2,-0.9949797,11.584091
NG_062378.1,2,0.8692452,16.996712
NG_061059.1,2,0.85489523,16.986956
NG_062730.1,2,1.54196,-5.133413
NG_063350.1,2,2.999336,14.420061
NG_062719.1,2,1.887993,-4.553348
NG_065541.1,-1,-0.6557273,-4.5247593
NG_065539.1,2,0.8998992,-4.942041
NG_065540.1,2,0.636638,-5.158364
NG_064914.1,2,-1.2400762,5.2609754
NG_064915.1,2,-2.1247792,11.762643
NG_062733.1,2,-1.0140914,-4.2666464
NG_064920.1,2,-1.8158857,5.4948635
NG_065556.1,-1,0.3107014,-3.8116395
NG_064918.1,2,-0.7830342,-4.2043743
NG_064919.1,2,-0.76546794,-4.2751327
NG_064921.1,2,-1.7891674,5.2482862
NG_062735.1,2,-1.2445688,5.976043
NG_064916.1,2,-0.53301436,4.834776
NG_064917.1,2,-2.6844273,11.625157
NG_064926.1,2,-1.3769757,5.397026
NG_062753.1,2,-1.10307,5.228801
NG_062064.1,2,-1.5259103,11.3450775
NG_062065.1,2,-1.5525004,11.351226
NG_064912.1,2,-1.8225845,11.635171
NG_062736.1,2,-0.106275596,-1.7362146
NG_062737.1,2,-0.15144478,-1.7799457
NG_064923.1,2,-0.14377712,-1.7511742
NG_062738.1,2,-0.08025777,-1.7563229
NG_062739.1,2,-0.08796157,-1.7233647
NG_062740.1,2,6.470424,3.7826152
NG_061061.1,2,6.464653,3.7802403
NG_062741.1,2,6.4812727,3.7734873
NG_062742.1,2,6.4869237,3.8151329
NG_062744.1,2,6.491481,3.8029368
NG_062745.1,2,6.4574475,3.7591615
NG_062746.1,2,6.460765,3.7820096
NG_062748.1,2,6.455989,3.7735696
NG_062067.1,2,-0.06923498,-1.6234503
NG_063351.1,2,2.1377945,17.246445
NG_242802.1,2,3.3545558,16.372168
NG_063354.1,2,3.331869,16.335941
NG_063352.1,2,1.4022049,16.479282
NG_242803.1,2,3.343893,16.338354
NG_061071.1,2,3.3448987,16.400429
NG_062068.1,2,3.1426568,16.705439
NG_063353.1,2,1.7972194,16.846287
NG_062069.1,2,3.188032,16.715334
NG_070909.1,2,1.6026342,-3.7708924
NG_062732.1,2,-1.4151216,5.8020716
NG_063002.1,2,-1.434106,5.78784
NG_062734.1,2,-1.4491712,12.610031
NG_065563.1,2,-0.7932534,12.254128
NG_016525.1,2,-1.3265191,12.435163
NG_061063.1,2,6.1000733,2.0741832
NG_061065.1,2,6.193252,2.065583
NG_061064.1,2,6.1712856,2.0745268
NG_062383.1,2,6.2139506,2.0663247
NG_065568.1,2,6.199907,2.0339618
NG_062779.1,2,6.2186055,2.0684502
NG_061067.1,2,6.1127973,2.0410626
NG_061068.1,2,6.2072735,2.1420808
NG_062755.1,2,-0.3864816,-2.8576856
NG_062756.1,2,-2.0202863,-2.68485
NG_065562.1,2,-1.9182048,-2.6242027
NG_065571.1,2,-1.8945115,-2.613124
NG_061069.1,2,-1.6916312,-2.7427785
NG_062757.1,2,-0.38817805,-2.9456835
NG_062758.1,2,-2.4688323,11.064481
NG_064927.1,2,-2.512203,11.591636
NG_016511.1,2,-0.70466626,-2.585645
NG_016510.1,2,-0.67118454,-2.5959754
NG_016513.1,2,-0.7789169,-2.544446
NG_062761.1,2,-0.11366026,11.804566
NG_062762.1,2,-0.12054187,11.768132
NG_062763.1,2,-0.14247862,11.755993
NG_062764.1,2,-0.041577626,12.072848
NG_062765.1,2,-0.15829822,11.729821
NG_062766.1,2,-0.18113759,11.046533
NG_062767.1,2,2.500696,13.282646
NG_062768.1,2,0.05463475,11.999801
NG_062769.1,2,-2.0450995,10.70209
NG_061072.1,2,-2.048844,10.739985
NG_062770.1,2,-2.0483124,10.745282
NG_061074.1,2,-2.0028434,10.732889
NG_062771.1,2,-2.1052983,10.788898
NG_065557.1,0,-1.2174965,0.90540266
NG_061062.1,0,-1.173839,0.90108424
NG_065558.1,-1,-1.1637119,0.9875764
NG_065559.1,-1,-1.191364,0.5448703
NG_065560.1,0,-1.1094455,1.0382694
NG_064831.1,2,-0.054648936,-1.9453906
NG_064929.1,2,2.603578,17.703117
NG_064930.1,2,1.9766059,17.258793
NG_061070.1,-1,-1.1729993,0.9326453
NG_062379.1,-1,-1.1669496,0.9557726
NG_062380.1,-1,-1.1771668,0.94990605
NG_064991.1,0,-1.1766003,0.9181396
NG_062759.1,0,-1.1073463,1.0416485
NG_062070.1,2,1.3794849,16.4638
NG_062775.1,2,-0.4618536,-1.4170761
NG_064826.1,2,-1.0583533,12.48879
NG_064828.1,2,-1.0495871,12.4612875
NG_064829.1,2,-1.149809,12.523564
NG_064830.1,2,-1.0564574,12.466465
NG_062760.1,2,1.6529936,-4.895987
NG_060989.1,2,-1.4799907,-3.2081926
NG_060990.1,2,-1.4879518,-3.205178
NG_244158.1,2,-1.3928617,-3.22897
NG_060992.1,2,-0.9780484,-3.0681598
NG_062368.1,2,-0.9554994,-2.919789
NG_064833.1,2,-0.9384458,-2.8967934
NG_060993.1,2,1.9148493,2.6941497
NG_016541.1,2,-0.95830554,-2.933592
NG_064836.1,2,-0.917106,-2.9451199
NG_065564.1,2,2.2050998,16.892092
NG_062773.1,2,-0.089011356,-1.6543428
NG_065553.1,2,1.3834925,-4.445855
NG_064939.1,2,-1.2314811,5.7144756
NG_064940.1,2,-1.2714568,5.763498
NG_061094.1,2,-1.2942462,5.748848
NG_064941.1,2,-1.0978997,5.3560543
NG_061095.1,2,-1.1608213,5.680722
NG_064942.1,2,-1.331558,5.729539
NG_064943.1,2,-1.241888,5.586979
NG_065573.1,2,-2.3166752,11.728493
NG_062385.1,2,-0.42587185,11.96907
NG_064886.1,2,-1.4471856,12.384822
NG_062648.1,2,-1.462103,12.406067
NG_016503.1,2,-0.51370484,-1.802691
NG_016504.1,2,-1.1084563,-2.6186197
NG_061100.1,2,-0.23821694,-2.8944767
NG_062795.1,2,-0.32312495,-1.9486748
NG_016538.1,2,-0.21833105,-2.85744
NG_061101.1,2,-0.9840298,-2.5731618
NG_061083.1,2,-1.4880493,12.485693
NG_060587.1,2,-1.5131135,12.485787
NG_228692.1,2,-0.2996541,12.288949
NG_061084.1,2,-1.5008913,12.551678
NG_061085.1,2,-1.3895507,12.301362
NG_061086.1,2,-1.5014633,12.553272
NG_061087.1,2,-1.5040298,12.571372
NG_062384.1,2,-1.5364068,12.580878
NG_062781.1,2,-1.5289135,12.555602
NG_061088.1,2,-1.5320557,12.562331
NG_061089.1,2,-1.2983764,12.305282
NG_062782.1,2,-1.339043,12.295577
NG_062783.1,2,-1.5283724,12.573187
NG_062785.1,2,-1.4194722,12.3204155
NG_061090.1,2,-1.5084126,12.564515
NG_062786.1,2,-1.172931,5.6626573
NG_062787.1,2,-2.4596512,11.768706
NG_062788.1,2,-1.179174,5.708711
NG_061091.1,2,-1.0991676,5.614211
NG_016506.1,2,-0.7305096,-4.426276
NG_064935.1,2,-2.6398695,5.177064
NG_016507.1,2,-1.0543075,-4.2295713
NG_062772.1,2,-0.8336885,-4.504244
NG_062149.1,2,-0.78943545,-4.4095764
NG_062796.1,2,-0.9585241,-3.6843855
NG_064938.1,2,-3.0227587,11.371802
NG_065574.1,2,-0.94332975,5.2829385
NG_065575.1,2,-1.0214869,5.2689877
NG_228690.1,3,-3.3343148,-4.6231556
NG_064945.1,-1,-0.42368683,-1.9318877
NG_061092.1,2,-1.730998,-3.8263304
NG_062789.1,2,-2.094549,-3.4477024
NG_061093.1,2,-2.0852337,-3.5079923
NG_062790.1,2,-2.1403468,-3.6572647
NG_062792.1,2,-2.0727162,-3.457378
NG_062794.1,2,-2.1224298,-3.468526
NG_062776.1,2,-1.7195532,11.827223
NG_062777.1,2,-1.7185591,11.897953
NG_062382.1,2,-0.82572913,12.289213
NG_061076.1,2,-1.4384199,5.268196
NG_061077.1,2,-2.446753,11.868714
NG_064931.1,2,-2.6445777,5.128037
NG_064932.1,2,-2.6840475,5.1677036
NG_064933.1,2,-2.6427133,5.1378064
NG_070689.1,-1,-3.3253546,-4.6370926
NG_064953.1,2,-2.7185225,5.181482
NG_064954.1,2,-2.7404377,5.21844
NG_065579.1,2,-0.49096048,11.947271
NG_062778.1,2,1.1123407,0.9499506
NG_061079.1,2,-2.9405975,10.42017
NG_061080.1,2,1.1730465,0.9245979
NG_065567.1,2,1.2355167,1.0041391
NG_061081.1,2,-2.917524,10.519081
NG_065569.1,2,1.2491573,0.97184384
NG_065570.1,2,1.23526,0.99789387
NG_228691.1,3,-3.3380551,-4.62705
NG_064956.1,2,-1.7633327,11.84772
NG_062071.1,2,-0.479291,15.177096
NG_064957.1,2,1.973363,16.58082
NG_061097.1,2,1.8455998,-4.581715
NG_064944.1,2,1.8258843,-4.6904473
NG_065581.1,2,-0.9322655,17.19908
NG_062386.1,2,-0.9408393,17.202305
NG_065582.1,0,-1.1218293,1.06333
NG_061108.1,-1,-1.244801,4.6479993
NG_061102.1,2,1.7382953,15.640273
NG_062797.1,2,2.8023052,16.237772
NG_061103.1,2,2.7609794,16.226053
NG_061104.1,2,2.9192865,14.5012
NG_065577.1,2,-0.043853026,15.042315
NG_061075.1,-1,-3.3421574,-4.6210046
NG_064946.1,-1,-3.2031991,-4.5545588
NG_064958.1,2,-1.2268431,15.441945
NG_064955.1,2,-1.2106274,-0.07393779
NG_061111.1,2,-0.7916741,12.169142
NG_062389.1,2,-0.7863728,12.2046385
NG_062780.1,2,-1.360439,11.1855755
NG_060997.1,2,-0.95870966,-2.9914427
NG_060998.1,2,-0.9895766,-2.959871
NG_063355.1,2,0.79457766,15.459919
NG_065584.1,2,3.226076,16.40607
NG_062798.1,2,-2.2281728,10.940456
NG_062799.1,-1,-0.8819305,5.7678876
NG_062800.1,2,-2.3918705,11.947404
NG_062801.1,2,-2.082313,10.816156
NG_062802.1,2,-2.0454223,10.809048
NG_062803.1,2,-1.9433032,10.7955265
NG_064976.1,2,-1.1509271,15.443636
NG_062824.1,-1,-1.7065967,4.7074423
NG_061112.1,2,-1.114714,11.323297
NG_062390.1,2,-1.3972771,11.194383
NG_062807.1,2,-2.1236255,11.701986
NG_062808.1,2,-2.0873055,11.733234
NG_061109.1,2,-1.8838586,11.992892
NG_062809.1,2,-1.7037417,11.8006735
NG_062810.1,2,-1.8712972,11.771856
NG_062811.1,2,-2.1092312,11.709967
NG_062812.1,2,-1.6198729,11.841006
NG_062813.1,2,-1.8325152,11.7766695
NG_062814.1,2,-2.1091895,11.718177
NG_228693.1,2,-1.7547858,11.810433
NG_062815.1,2,-1.7719086,11.821012
NG_228694.1,2,-1.4199417,11.900846
NG_062816.1,2,0.08754341,12.454903
NG_065583.1,2,-0.45242986,5.190905
NG_061110.1,2,-0.46494845,5.1821003
NG_228695.1,2,-0.4886017,5.1876903
NG_062817.1,2,-0.45863497,5.1919103
NG_062818.1,2,-0.45860517,5.178734
NG_062819.1,2,-0.5274226,5.120546
NG_062820.1,2,-0.4205886,5.19644
NG_062821.1,2,-2.6776717,11.5855055
NG_062073.1,2,-1.0453739,5.4268746
NG_062152.1,2,-1.0496374,5.444169
NG_064948.1,2,-2.776252,5.3332853
NG_228705.1,-1,-0.89650714,-1.2724006
NG_070349.1,2,-1.0818713,-4.241461
NG_074953.1,2,-0.7509198,-4.4191628
NG_078751.1,-1,-1.8927147,-4.7251086
NG_064913.1,2,-1.8092815,11.89738
NG_242405.1,2,-0.81454843,-4.38502
NG_242406.1,2,-1.0248963,-4.2145305
NG_070640.1,2,-1.3282948,-3.709022
NG_070231.1,2,-0.47857857,14.680327
NG_070232.1,-1,-2.2122278,-4.871728
NG_070233.1,2,-0.28995976,14.733067
NG_070234.1,2,-0.8159622,5.799812
NG_070236.1,2,3.8257394,3.0475726
NG_070237.1,2,5.616995,2.7520611
NG_070238.1,2,16.050594,1.1760504
NG_070239.1,-1,-3.1450138,-4.59946
NG_070244.1,2,16.02462,1.1478603
NG_070245.1,2,16.052876,1.1771314
NG_070248.1,2,16.04279,1.1664845
NG_070249.1,2,15.999227,1.1228843
NG_070251.1,2,16.034784,1.1591476
NG_070252.1,2,16.072577,1.1967989
NG_070253.1,2,16.101543,1.2255934
NG_070256.1,2,16.07136,1.1957195
NG_070258.1,2,16.066473,1.1902233
NG_070260.1,2,16.060047,1.186697
NG_070266.1,2,16.036516,1.1630533
NG_070272.1,2,16.041222,1.1667689
NG_070274.1,3,-3.4145994,-4.6771994
NG_070275.1,3,-3.4073942,-4.6693854
NG_070277.1,3,-3.3975537,-4.6702228
NG_070278.1,3,-3.409409,-4.6800284
NG_070279.1,2,-0.24094625,15.110095
NG_070280.1,2,-1.3663057,5.7906823
NG_070281.1,2,-1.0850859,12.890059
NG_070282.1,2,1.3434299,17.118374
NG_070283.1,2,-2.2930157,4.818265
NG_070285.1,2,-1.106051,5.530481
NG_070286.1,2,-2.2599187,11.836055
NG_070288.1,2,-2.2928772,-0.22887406
NG_070289.1,2,-2.2767966,-0.24432115
NG_070290.1,2,-1.1544437,5.2868066
NG_070291.1,2,-1.1526707,5.305713
NG_070292.1,2,-2.2966502,-0.24863909
NG_070293.1,2,1.562991,-5.1349277
NG_070294.1,2,1.2399224,17.049242
NG_070295.1,2,-1.41483,-3.3052354
NG_070297.1,2,-1.0489196,-2.5376694
NG_070298.1,2,-1.0057533,-2.474495
NG_070300.1,2,1.1216305,-4.8923774
NG_070301.1,2,-1.9731313,-2.6764128
NG_070311.1,2,-1.4425952,-3.251748
NG_070312.1,2,-1.3034515,-1.9028434
NG_070313.1,2,-1.1742868,-1.803463
NG_070314.1,2,-1.194821,-1.8555899
NG_070315.1,2,1.3410224,-4.453023
NG_070316.1,2,-1.0335311,-1.768888
NG_070317.1,2,-0.36794528,-1.6839666
NG_070320.1,2,-2.0812793,-2.7495115
NG_070322.1,2,-2.246261,11.577012
NG_070323.1,2,-1.9469961,11.716021
NG_070324.1,-1,1.7703171,-3.25269
NG_070325.1,-1,1.747394,-3.3133378
NG_070326.1,2,-0.99037254,-2.338753
NG_070327.1,2,-1.0010813,-2.3576148
NG_070328.1,2,-1.7498015,-2.7104573
NG_070329.1,2,-1.4945935,-2.4415975
NG_070330.1,2,-1.5174541,-2.8093958
NG_070331.1,2,4.8674498,2.5512047
NG_070333.1,2,4.931516,2.225362
NG_070334.1,2,3.0131218,1.817092
NG_070335.1,2,5.1492305,4.3807564
NG_070337.1,2,4.804044,4.2092166
NG_070338.1,2,5.913945,3.4333234
NG_070339.1,2,2.6602514,1.6604869
NG_070340.1,2,2.4722443,13.076151
NG_070341.1,2,1.1225818,1.0084671
NG_070342.1,2,2.0418787,1.0608217
NG_070343.1,2,1.9441347,1.2379395
NG_070344.1,-1,2.3757594,13.039597
NG_070345.1,2,1.9279729,1.0145606
NG_070346.1,2,1.4756981,0.869444
NG_070347.1,2,1.915474,0.95263356
NG_070348.1,2,-2.2675214,11.368097
NG_087872.1,2,-2.0151656,10.738023
NG_070864.1,2,-1.2304523,0.37855488
NG_073537.1,2,1.189946,-4.93817
NG_073551.1,2,-1.4850926,-3.1957715
NG_242414.1,2,1.5040674,-5.107809
NG_070633.1,2,-0.22491884,-2.597836
NG_070634.1,2,-0.98788303,12.180963
NG_070635.1,2,-1.2361794,15.317169
NG_070638.1,2,-1.2122447,15.508924
NG_070639.1,2,-2.0265164,-3.337881
NG_070642.1,2,-2.086108,-3.4111545
NG_070643.1,2,-1.6618571,-4.6440663
NG_070645.1,-1,-1.7196101,-4.6888757
NG_070663.1,2,-1.5156778,-4.6589327
NG_070664.1,2,-2.0932674,-4.0052032
NG_070673.1,2,0.8697613,-5.137905
NG_070677.1,-1,-1.0467371,5.803318
NG_081402.1,2,1.2344371,-4.6212807
NG_070686.1,2,0.0137314405,12.449391
NG_070691.1,2,0.989672,17.160872
NG_070692.1,-1,-1.7785064,3.4940825
NG_070693.1,2,0.869074,16.941164
NG_070694.1,2,0.8095427,16.885727
NG_070695.1,2,-2.4422908,5.132333
NG_070697.1,2,1.3730218,16.797377
NG_073539.1,2,-1.0169076,-3.0780294
NG_070787.1,2,-0.7514736,12.199595
NG_070790.1,2,-0.9598431,12.425152
NG_070793.1,2,-1.0697607,11.369775
NG_070794.1,-1,-1.7976401,3.568733
NG_070795.1,2,0.9181753,16.868088
NG_070796.1,-1,1.2485951,-4.591964
NG_070797.1,2,-1.2623942,15.524286
NG_070798.1,2,-1.6146657,4.2553396
NG_070800.1,2,-1.786724,11.80856
NG_070801.1,2,-0.78772295,14.197985
NG_070802.1,2,1.4885876,16.53642
NG_070803.1,2,-0.5362139,14.742318
NG_070804.1,2,-0.48568377,14.804118
NG_070805.1,2,-0.57295173,15.493077
NG_070806.1,2,-0.53389853,15.485327
NG_070807.1,2,-0.36168915,14.933368
NG_070808.1,2,-0.8340405,12.322852
NG_070849.1,2,-0.62481946,16.794937
NG_070851.1,2,-0.39264947,14.985005
NG_070852.1,2,-0.38444087,15.031014
NG_070854.1,2,-0.7236521,12.253802
NG_070855.1,2,-0.87470984,12.291358
NG_070856.1,2,-1.0012058,5.296519
NG_070857.1,-1,-0.41024697,-2.092662
NG_070858.1,2,0.19434743,-2.8989966
NG_070859.1,2,-0.785614,-4.302246
NG_070860.1,-1,-1.1723084,0.9582631
NG_070862.1,2,-2.4536722,11.926565
NG_070865.1,2,-1.9276298,5.463845
NG_070866.1,2,-0.41143045,15.563281
NG_070867.1,2,-0.148319,14.77972
NG_070868.1,2,-0.18660197,14.581459
NG_070870.1,2,-1.419437,3.815556
NG_070871.1,2,-0.7416077,5.569683
NG_070876.1,-1,-3.3340788,-4.582485
NG_070877.1,2,-0.41158414,15.565215
NG_070878.1,2,-0.4316791,5.287305
NG_070880.1,-1,1.0020608,0.68125355
NG_070881.1,2,-1.2260633,15.509868
NG_070882.1,2,-1.3168414,12.093468
NG_016524.2,2,-1.2715138,12.398032
NG_077434.1,2,-1.7596458,-2.8243465
NG_064937.1,2,-1.768228,4.503965
NG_062826.1,2,0.09719132,-2.6374903
NG_062827.1,2,0.19568066,-2.288112
NG_062828.1,2,0.2226887,-2.5270326
NG_062823.1,2,-2.36208,11.960531
NG_062829.1,-1,0.72624266,-4.8854218
NG_062831.1,2,0.6793227,-4.988346
NG_062833.1,2,0.9249328,-2.965606
NG_062832.1,2,0.9219886,-2.9763005
NG_062834.1,2,0.92137516,-2.968908
NG_064965.1,2,-2.5875592,5.0470667
NG_064966.1,2,-2.584613,5.0300827
NG_064967.1,2,1.9211968,17.309702
NG_064960.1,2,1.9080855,17.312193
NG_065585.1,2,1.9147016,17.317833
NG_242367.1,2,1.8735797,17.346565
NG_063368.1,2,1.8676302,17.337057
NG_063369.1,2,1.8948052,17.324068
NG_242368.1,2,1.896201,17.367971
NG_242369.1,2,1.8881742,17.354954
NG_064963.1,2,1.9224397,17.142906
NG_070240.1,3,-3.3838167,-4.666482
NG_070241.1,3,-3.3805792,-4.671274
NG_070242.1,3,-3.399142,-4.672231
NG_070243.1,3,-3.364061,-4.642007
NG_070246.1,3,-3.4117398,-4.6672373
NG_070250.1,3,-3.4127407,-4.6690526
NG_070254.1,3,-3.4031441,-4.67174
NG_070255.1,2,16.071735,1.1960384
NG_070257.1,2,16.081182,1.2049646
NG_070259.1,2,16.070576,1.1960368
NG_070261.1,2,16.104012,1.2285191
NG_070262.1,2,16.068771,1.1950808
NG_070265.1,2,16.08491,1.2092777
NG_070267.1,2,16.089783,1.21423
NG_070268.1,2,16.073065,1.1976252
NG_070270.1,3,-3.3838177,-4.6737213
NG_070271.1,3,-3.4365354,-4.6945534
NG_070273.1,3,-3.4076877,-4.6690116
NG_070276.1,3,-3.3982205,-4.6645875
NG_062083.1,2,-0.4302705,15.149743
NG_062084.1,2,-0.45423177,15.138443
NG_062085.1,2,-0.6245624,15.05144
NG_062087.1,2,-0.4660729,15.165322
NG_062089.1,2,-0.5276445,15.058223
NG_062092.1,2,-0.40313503,15.231665
NG_064992.1,-1,-0.17366278,-1.7000983
NG_062835.1,2,1.7385389,-5.1979594
NG_064979.1,2,1.7495179,-5.163151
NG_064980.1,2,1.6959258,-5.1267266
NG_062836.1,2,1.7509712,-5.15587
NG_064981.1,2,1.6069672,-5.117692
NG_064984.1,2,-0.8106291,0.33294752
NG_063534.1,2,2.147762,1.8063349
NG_063536.1,2,2.2096171,1.4180926
NG_063538.1,2,2.2440696,1.4770244
NG_062845.1,2,1.9822735,0.1833947
NG_062847.1,2,1.9923786,0.16303334
NG_062848.1,2,2.002439,0.16285856
NG_081363.1,2,5.908623,3.608587
NG_062805.1,2,1.8478737,17.327574
NG_062837.1,2,1.593197,-3.8675277
NG_062840.1,2,1.7104927,-5.0116205
NG_062841.1,2,1.7328463,-5.1146703
NG_065593.1,2,1.7823488,-4.9424114
NG_244159.1,2,0.0002785214,-2.9760723
NG_064987.1,2,-0.007139083,-2.9337337
NG_064988.1,2,0.0061085187,-2.9972513
NG_064989.1,2,-0.019721005,-2.960262
NG_062842.1,2,-0.10065996,-2.9227545
NG_062853.1,2,-0.24810708,-2.701509
NG_064990.1,2,2.0546489,15.938157
NG_062849.1,3,-3.249713,-4.5313916
NG_062850.1,-1,-1.1511446,-1.8416762
NG_062381.1,2,1.379728,17.01022
NG_064970.1,2,-1.5414518,16.016542
NG_064971.1,2,-1.552302,16.032166
NG_064972.1,2,-1.5265032,16.000624
NG_064973.1,2,-1.5390414,16.001823
NG_064974.1,2,-1.5344105,16.005476
NG_063545.1,2,-0.06988366,-1.659838
NG_063546.1,2,-0.11647266,-1.5541599
NG_063547.1,2,-0.030097617,-1.6442614
NG_067629.1,2,2.247134,2.0056772
NG_064837.1,2,-2.8750765,11.493855
NG_061117.1,2,-0.81385374,-4.4547577
NG_062822.1,2,-0.553533,4.8071723
NG_065586.1,2,-2.677199,11.590555
NG_064993.1,2,-0.59513247,5.0047174
NG_064994.1,2,-0.74335706,5.162566
NG_061123.1,2,-0.6017784,4.9791317
NG_064995.1,2,-0.7598084,5.154335
NG_064936.1,2,-1.9949799,12.055542
NG_061116.1,2,-1.6598971,5.527931
NG_064977.1,2,-1.970115,5.397333
NG_081357.1,2,-0.98072445,-4.4295626
NG_064978.1,-1,-0.7177121,-4.594302
NG_062074.1,2,-1.2256161,5.961464
NG_062825.1,2,-0.9472242,5.5322037
NG_062075.1,2,-1.2821814,5.530242
NG_062077.1,2,-0.24124914,11.712699
